Title,URL,First published,State,Total
A Fermi-Degenerate Three-Dimensional Optical Lattice Clock,http://scholar.colorado.edu/phys_gradetds/264,2018-12-06,published,1
A Filesystem Abstraction for Multiple Actors in a Distributed Software Defined Network,http://scholar.colorado.edu/csci_gradetds/81,2017-01-24,published,6
A First Principles Investigation of Proton Chemistry in Perovskite-Type Oxides,http://scholar.colorado.edu/chbe_gradetds/52,2017-01-15,published,11
A First-Order Reliability Approach to Building Portfolio Loss Estimation and Mitigation Prioritization,http://scholar.colorado.edu/cven_gradetds/457,2019-01-30,published,5
A Foggy Desert: Equitable Information Flow for a Fogwater System in Southwest Morocco,http://scholar.colorado.edu/atlas_gradetds/4,2017-02-11,published,13
A Formal Definition of Control Semantics in a Completely Visual Language ; CU-CS-673-93,http://scholar.colorado.edu/csci_techreports/644,2014-08-27,published,1
A Formal Model for Interactive Simulation Systems ; CU-CS-410-88,http://scholar.colorado.edu/csci_techreports/393,2014-08-27,published,0
A Formal Specification and Verified Design for Kemmerer's Library Problem ; CU-CS-562-91,http://scholar.colorado.edu/csci_techreports/541,2014-08-27,published,0
"A Formal, Language-Independent, and Compositional Approach to Interprocedural Control Dependence Analysis ; CU-CS-907-00",http://scholar.colorado.edu/csci_techreports/852,2014-08-27,published,1
A Framework for Benevolent Computer Worms,http://scholar.colorado.edu/csci_gradetds/38,2016-09-13,published,13
A Framework for Cost-Scaling Algorithms for Submodular Flow Problems ; CU-CS-661-93,http://scholar.colorado.edu/csci_techreports/634,2014-08-27,published,0
A Framework for Execution Order Distortion in Shared Memory Multiprocessor Event Traces ; CU-CS-708-94,http://scholar.colorado.edu/csci_techreports/676,2014-08-27,published,0
A Framework for Precise Orbit Determination of Small Body Orbiting Spacecraft,http://scholar.colorado.edu/asen_gradetds/141,2017-07-07,published,49
A Framework for Workflow Architectures ; CU-CS-847-97,http://scholar.colorado.edu/csci_techreports/796,2014-08-27,published,2
A Framework to Design and Evaluate Wearable Interactive Systems for Health,http://scholar.colorado.edu/csci_gradetds/177,2018-11-01,published,12
"A Frequency-stabilized, Diode-pumped Yb:KYW Optical Frequency Comb for Metrology",http://scholar.colorado.edu/phys_gradetds/28,2016-06-22,published,14
A Fresh Coat of Paint on Evolution Education,http://scholar.colorado.edu/honr_theses/1628,2018-08-10,published,19
A Frightful Vengeance: Lynching and Capital Punishment in Turn-of-the-Century Colorado,http://scholar.colorado.edu/hist_gradetds/2,2015-02-26,published,113
A Full Introduction to Multilingual Zotero,http://scholar.colorado.edu/casia_facpapers/1,2014-12-10,published,57
A Function of Nuclear Capability: India's Emergence as a Global Power,http://scholar.colorado.edu/honr_theses/1083,2016-05-10,published,57
A Functional Shell ; CU-CS-245-83,http://scholar.colorado.edu/csci_techreports/242,2014-08-27,published,3
"A Fusion of Nature and Technology?: Icelandic Identity, Activism, and the Art of Björk",http://scholar.colorado.edu/muco_gradetds/12,2017-08-23,published,49
A Galois Correspondence with Generalized Covering Spaces,http://scholar.colorado.edu/honr_theses/956,2015-04-30,published,154
A General Performance Model for Design-Build Highway Pavement,http://scholar.colorado.edu/cven_gradetds/210,2018-06-25,published,2
A General Property Storage Module ; CU-CS-786-95,http://scholar.colorado.edu/csci_techreports/740,2014-08-27,published,4
"A General Theory on Small, Radiating Apeatures in the Outer Sheath of a Coaxial Cable",http://scholar.colorado.edu/elmimi/39,2014-10-10,published,1
A Generalization of a Theorem of Graham Higman ; CU-CS-219-81,http://scholar.colorado.edu/csci_techreports/216,2014-08-27,published,5
A Generalization of the Nerode Characterization of Regular Sets Using Well Quasi Orderings ; CU-CS-218-81,http://scholar.colorado.edu/csci_techreports/215,2014-08-27,published,1
A Generalized Edge Boundary Condition for Open Microstrip Structures,http://scholar.colorado.edu/elmimi/111,2015-09-13,published,6
"A Generic, Peer-to-Peer Repository for Distributed Configuration Management ; CU-CS-783-95",http://scholar.colorado.edu/csci_techreports/737,2014-08-27,published,1
A Genome-Wide Association Study of Common Executive Functioning: Bioinformatic Analyses of GWAS Summary Statistics,http://scholar.colorado.edu/honr_theses/1776,2018-11-30,published,12
A Geochemical Characterization of Putative Biosignatures in Subseafloor Basalts,http://scholar.colorado.edu/geol_gradetds/52,2016-10-21,published,10
"A Geochemical, Isotopic, and Geochronologic Study of Oligocene Magmatism, Never Summer Mountains, North-central Colorado",http://scholar.colorado.edu/geol_gradetds/65,2016-12-15,published,9
A Geographic Analysis of Armed Conflict Events in Sudan 1980-1990,http://scholar.colorado.edu/honr_theses/235,2014-06-16,published,9
A Geometric Framework for Analyzing the Performance of Multiple-Antenna Systems under Finite-Rate Feedback,http://scholar.colorado.edu/ecen_gradetds/38,2016-08-23,published,25
"A Geometric Nonlinear Solid-Shell Element Based on ANS, ANDES and EAS Concepts",http://scholar.colorado.edu/cven_gradetds/238,2018-06-29,published,12
A Global History Of Sexuality : The Modern Era,http://scholar.colorado.edu/books/206,2017-08-30,published,10
A Global Symbol for the Small b-Calculus on Manifolds with Boundary,http://scholar.colorado.edu/math_gradetds/1,2015-05-21,published,22
A Good Algorithm for Minimum Spanning Trees with a Degree Constraint ; CU-CS-105-77,http://scholar.colorado.edu/csci_techreports/103,2014-08-27,published,3
A Graduate Curriculum in Business-Oriented Computing ; CU-CS-031-73,http://scholar.colorado.edu/csci_techreports/30,2014-08-27,published,1
A Grammar of Sakun (Sukur),http://scholar.colorado.edu/ling_gradetds/4,2015-05-21,published,84
A Grammar of Sakun (Sukur),http://scholar.colorado.edu/ling_gradetds/36,2017-02-21,withdrawn,2
A Guide for Graduate Students Interested in Postdoctoral Positions in Biology Education Research.,http://scholar.colorado.edu/ebio_facpapers/11,2018-03-07,published,0
A Guide to Aid in the Development of Understanding of the Concepts of the Behavioral Sciences in the Nursing Curriculum,http://scholar.colorado.edu/print_theses/108,2015-07-08,published,0
A Guide to Aid in the Development of an Understanding of the Principles of Communicable Disease,http://scholar.colorado.edu/print_theses/123,2015-07-08,published,2
A Guide to Aid the Basic Nursing Student Develop a Concept of Her Role as a Health Teacher,http://scholar.colorado.edu/print_theses/86,2015-07-08,published,4
A Hierarchical Internet Object Cache ; CU-CS-766-95,http://scholar.colorado.edu/csci_techreports/720,2014-08-27,published,1
A Historical Introduction to the Corporate Mortgage,http://scholar.colorado.edu/print_theses/67,2015-07-08,published,3
A Hybrid Hardware & Software Simulation Environment for Relative Orbit Motion Studies,http://scholar.colorado.edu/asen_gradetds/22,2016-07-11,published,3
A Hybrid Method for Paraxial Beam Propagation in Multimode Optical Waveguides,http://scholar.colorado.edu/elmimi/76,2014-10-10,published,3
A Hypermedia Inference Language as an Alternative to Rule-Based Expert Systems ; CU-CS-557-92,http://scholar.colorado.edu/csci_techreports/537,2014-08-27,published,1
A Kinetic Study of Novel Gas-Phase Reaction Pathways for Pyruvic Acid and Hydrogen Halides with Hox Radicals.,http://scholar.colorado.edu/chem_gradetds/289,2019-01-28,published,0
A Kinetic and Mechanistic Study of the Photochemistry of Pyruvic Acid: Implications for the Atmosphere,http://scholar.colorado.edu/chem_gradetds/211,2017-10-11,published,16
"A Large Late-glacial Eruption of the Hudson Volcano, Southern Chile",http://scholar.colorado.edu/geol_gradetds/98,2017-03-27,published,13
A Learning Analytics Approach to Scaffolding Scientific Modeling in the Classroom,http://scholar.colorado.edu/csci_gradetds/165,2018-10-11,published,15
A Library for Managing Persistent Storage ; CU-CS-351-86,http://scholar.colorado.edu/csci_techreports/338,2014-08-27,published,1
A Life Cycle Assessment and Life Cycle Cost Analysis of Colorado Department of Transportation Concrete Mixtures,http://scholar.colorado.edu/cven_gradetds/369,2018-11-01,published,4
A Lightweight Infrastructure for Reconfiguring Applications ; CU-CS-943-02,http://scholar.colorado.edu/csci_techreports/885,2014-08-27,published,1
A Linear-Time Algorithm for a Special Case of Disjoint Set Union ; CU-CS-261-82,http://scholar.colorado.edu/csci_techreports/258,2014-08-27,published,4
A Linear-Time Recognition Algorithm for Interval Dags ; CU-CS-180-80,http://scholar.colorado.edu/csci_techreports/177,2014-08-27,published,1
"A List of Protozoa Observed at Greeley, Colorado: With Notes Upon Their Habits and Modes of Reproduction",http://scholar.colorado.edu/print_theses/4,2015-07-08,published,6
A Look at Coaches Qualms and Goals: A Comparison of Gendered Coaching Methods in Brazil and Boulder,http://scholar.colorado.edu/honr_theses/1030,2016-05-09,published,35
A Look into the Cross-Age Peer Mentoring Process and its Effects on the Individual,http://scholar.colorado.edu/educ_gradetds/24,2016-09-21,published,10
A Low-Cost Time-Lapse Imaging System Developed for Documentation of  Human Pre-implantation Embryogenesis in Clinical IVF Settings,http://scholar.colorado.edu/honr_theses/1366,2017-05-03,published,40
A Macro Preprocessor for a FORTRAN Dialect ; CU-CS-054-74,http://scholar.colorado.edu/csci_techreports/53,2014-08-27,published,1
A Mathematical Model for Predicting the Carbon Sequestration Potential  of Exposed Ordinary Portland Cement (OPC) Concrete,http://scholar.colorado.edu/cven_gradetds/376,2018-12-06,published,1
A Mathematical Model for Predicting the Carbon Sequestration Potential  of Exposed Ordinary Portland Cement (Opc) Concrete,http://scholar.colorado.edu/cven_gradetds/104,2017-11-20,published,21
A Matroid Approach to Finding Edge Connectivity and Packing Arborescences ; CU-CS-539-91,http://scholar.colorado.edu/csci_techreports/519,2014-08-27,published,9
A Measure of the Biblical Understanding of the Early Christian Martyrs,http://scholar.colorado.edu/honr_theses/915,2015-04-30,published,48
A Measurement Study of Changes in Service-Level Reachability in the Global Internet ; CU-CS-649-93,http://scholar.colorado.edu/csci_techreports/623,2014-08-27,published,0
"A Measurement Study of Changes in Service-Level Reachability in the Global lTCP/IP Internet: Goals, Experimental Design, Implementation, and Policy Considerations ; CU-CS-551-91",http://scholar.colorado.edu/csci_techreports/531,2014-08-27,published,0
A Measurement Study of Internet File Transfer Traffic ; CU-CS-571-92,http://scholar.colorado.edu/csci_techreports/549,2014-08-27,published,1
A Measurement Study of Organizational Properties in the Global Electronic Mail Community ; CU-CS-482-90,http://scholar.colorado.edu/csci_techreports/464,2014-08-27,published,0
A Mechanism for Environment Integration ; CU-CS-323a-86,http://scholar.colorado.edu/csci_techreports/317,2014-08-27,published,0
A Method for Constructing an Intertheoretic Reduction between the Special Sciences,http://scholar.colorado.edu/honr_theses/65,2014-06-06,published,9
A Method of Avoiding the Edge Current Divergence in Perturbation Loss Calculations,http://scholar.colorado.edu/elmimi/95,2014-10-10,published,2
A Method of Connectionist Variable Binding ; CU-CS-356-87,http://scholar.colorado.edu/csci_techreports/342,2014-08-27,published,2
A Method of Gouache Painting,http://scholar.colorado.edu/print_theses/12,2015-07-08,published,1
A Method to Identify Understandings and Skills Needed by the Nurse to Care for Patients with Neurological Conditions Treated by Induced Hypothermia,http://scholar.colorado.edu/print_theses/106,2015-07-08,published,1
A Methodology for Building Evaluation Capacity in Alternative Fuel Deployment Programs,http://scholar.colorado.edu/cven_gradetds/285,2018-07-19,published,0
A Methodology for Characterizing and Modeling Inverters for Grid Integration Studies using Power Hardware-in-the-Loop,http://scholar.colorado.edu/eeng_gradetds/1,2016-08-15,published,59
A Methodology for Cost-Effective Analysis of In-Place Software Processes ; CU-CS-825-97,http://scholar.colorado.edu/csci_techreports/775,2014-08-27,published,4
A Methodology to Assess the Value of Integrated Hydropower and Wind Generation,http://scholar.colorado.edu/cven_gradetds/244,2018-07-02,published,0
A Microwave Radiometer for Internal Body Temperature Measurement,http://scholar.colorado.edu/ecen_gradetds/79,2017-01-15,published,71
A Mirror for a King: Guibert de Tournai's Eruditio regum et principum and Louis IX of France,http://scholar.colorado.edu/hist_gradetds/10,2016-09-20,published,74
"A Mixed Methods Investigation of Introductory Music Education Courses, Preservice Music Teaching Efficacy Beliefs, and Commitment to Music Teaching",http://scholar.colorado.edu/mued_gradetds/2,2017-01-27,published,10
A Model and Algorithm for Concurrent Access within Groupware ; CU-CS-593-92,http://scholar.colorado.edu/csci_techreports/569,2014-08-27,published,2
A Model and Algorithm for Concurrent Access within Groupware ; CU-CS-616-92,http://scholar.colorado.edu/csci_techreports/591,2014-08-27,published,1
A Model for Producing Spatially Explicit Future Population Scenarios,http://scholar.colorado.edu/geog_gradetds/56,2017-01-04,published,3
"A Model for the Large-scale Evolution of Mantle Structure, Surface and Core-mantle Boundary Heat Fluxes and Surface Vertical Motions since the Early Paleozoic",http://scholar.colorado.edu/phys_gradetds/33,2016-07-12,published,5
A Model for the Rapid Evaluation of Active Magnetic Shielding Designs,http://scholar.colorado.edu/asen_gradetds/72,2017-01-06,published,5
A Model of Relational Reasoning Through Selective Attention,http://scholar.colorado.edu/psyc_gradetds/131,2018-10-11,published,15
